from_address,total_txfees ETH,total_txfees USD
0x47c439c8784b44366735fc2cfe08228cb91d5b8e,0.924079611,194.0567183
0xd0db3c9cf4029bac5a9ed216cd174cba5dbf047c,63.44570706,13323.59848
0xf35074bbd0a9aee46f4ea137971feec024ab704e,15.68366,3293.5686
0xa3c084ae80a3f03963017669bc696e961d3ae5d5,12.27655961,2578.077518
0xda466bf1ce3c69dbef918817305cf989a6353423,70.20175497,14742.36854
0x63a9975ba31b0b9626b34300f7f627147df1f526,1526.204591,320502.964
0x09ab1303d3ccaf5f018cd511146b07a240c70294,14.74801841,3097.083867
0x249bdb4499bd7c683664c149276c1d86108e2137,9.842110292,2066.843161
0xa42af2c70d316684e57aefcc6e393fecb1c7e84e,1159.382691,243470.3652
0xd1e56c2e765180aa0371928fd4d1e41fbcda34d4,70.97378636,14904.49514
0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5,688.1665,144514.965
0xa027231f42c80ca4125b5cb962a21cd4f812e88f,1509.865738,317071.8049
0xea674fdde714fd979de3edf0f56aa9716b898ec8,50.001225,10500.25725
0xeea5b82b61424df8020f5fedd81767f2d0d25bfb,218.0890251,45798.69526
0x2a65aca4d5fc5b5c859090a6c34d164135398226,91.7596,19269.516
0x5a0b54d5dc17e0aadc383d2db43b0a0d3e029c4c,304.329672,63909.23112
0x2a98776c7e13ed1c240858bd241dcf95fc1928b4,0.475705174,99.89808658
0x433022c4066558e7a32d850f02d2da5ca782174d,1.645922517,345.6437287
0x44fd3ab8381cc3d14afa7c4af7fd13cdc65026e1,198.9511667,41779.745
0x4c549990a7ef3fea8784406c1eecc98bf4211fa5,379.7896,79755.816
0x6537b65a50a862391515455272f9b6c7168afe94,0.574728,120.69288
0x68795c4aa09d6f4ed3e5deddf8c2ad3049a601da,320.1223109,67225.68529
0x6a7a43be33ba930fe58f34e07d0ad6ba7adb9b1f,944.2489822,198292.2863
0x7f3b29ae0d5edae9bb148537d4ed2b12beddf8b3,0.376697937,79.10656671
0x9d6d492bd500da5b33cf95a5d610a73360fcaaa0,10.1797738,2137.752498
0xf3b9d2c81f2b24b0fa0acaaa865b7d9ced5fc2fb,0.230782226,48.46426736
0xf64f9720cfcb59ca4f5f45e6fdb3f68b875b7295,0.397931572,83.56563013
0x1dcb8d1f0fcc8cbc8c2d76528e877f915e299fbe,612.4450746,128613.4657
0x35f61dfb08ada13eba64bf156b80df3d5b3a738d,17.69714526,3716.400504
0x4bb96091ee9d802ed039c4d1a5f6216f90f81b01,917.5663001,192688.923
0x4e4e23ac3c11789e23169025503ea4373b01417b,0.027846,5.84766
0x52e44f279f4203dcf680395379e5f9990a69f13c,0.03309003,6.948906212
0x6c3183792fbb4a4dd276451af6baf5c66d5f5e48,47.09597003,9890.153707
0x8fce1ef27f3add1411c7a99be402de598ad38389,20.86522733,4381.697739
0x99c85bb64564d9ef9a99621301f22c9993cb89e3,665.0045184,139650.9489
0x9d551f41fed6fc27b719777c224dfecce170004d,149.6301975,31422.34147
0xa855c20a1351acd2690c716e2709c7dff3978d12,0.065479894,13.75077764
0xc839ee5542b4e8413246b3634c5c739fea949562,19.50373279,4095.783886
0xcf6ce585cb4a78a6f96e6c8722927161a696f337,0.091536939,19.22275711
0xe4bdced60430a90f31dba03524dd5d15a2670649,2631.142216,552539.8654
0xf8b483dba2c3b7176a3da549ad41a48bb3121069,1467.584567,308192.7591
0x002e08000acbbae2155fab7ac01929564949070d,40.16138,8433.8898
0x04668ec2f57cc15c381b461b9fedab5d451c8f7f,197.559882,41487.57522
0x06b8c5883ec71bc3f4b332081519f23834c8706e,81.28956263,17070.80815
0x14b30f257c2737370203a15aa343c2b600dfb675,0.03684103,7.736616304
0x151255dd9e38e44db38ea06ec66d0d113d6cbe37,249.9357287,52486.50302
0x464b0b37db1ee1b5fbe27300acfbf172fd5e4f53,192.8246878,40493.18444
0x52f13e25754d822a3550d0b68fdefe9304d27ae8,2.591192494,544.1504236
0x6b7d50bb8fab584e54251a10e1c6cfa51dd7b618,111.8151872,23481.18932
0x7c6694032b4db11ac485e1cff0f7509d58b41569,32.88518653,6905.889172
0x829bd824b016326a401d083b33d092293333a830,1067.605363,224197.1262
0x8595dd9e0438640b5e1254f9df579ac12a86865f,110.0001256,23100.02637
0x8d35067233605bef6069191ae0922d134ff80d48,0.066366457,13.93695602
0x9435d50503aee35c8757ae4933f7a0ab56597805,449.7299247,94443.28419
0xa7b0536fb02c593b0dfd82bd65aacbdd19ae4777,1.196,251.16
0xd224ca0c819e8e97ba0136b3b95ceff503b79f53,7.158673442,1503.321423
0xd34da389374caad1a048fbdc4569aae33fd5a375,2023.459229,424926.438
0xd5bbb4264b70ca4f58c45d27b9d7e11190754a54,298.5043413,62685.91167
0xe16263ee79b0ee32c242c99f02559e92abaea9eb,14.23937355,2990.268445
0xe6a7a1d47ff21b6321162aea7c6cb457d5476bca,42.63936309,8954.266249
0xff1b891969773159366ab6310ff63a69ac4acffd,2.81952485,592.1002184
